MSSubClass,MSZoning,LotFrontage,LotArea,Alley,LotShape,LotConfig,Neighborhood,Condition1,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinType2,TotalBsmtSF,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageFinish,GarageCars,GarageArea,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,Fence,MiscVal,SaleType,SaleCondition,SalePrice,SalePriceLog,ExteriorMat,HouseFin,ExteriorStyle
60,RL,90.0,9900,NA,Reg,Inside,NoRidge,Norm,1Fam,2.0Story,7,5,1993,1993,Gable,BrkFace,256.0,Gd,Gd,PConc,Gd,TA,Gd,GLQ,Unf,1347,Ex,Y,SBrkr,1372,1274,0,2646,1,0,2,1,4,1,Gd,9,Typ,1,TA,Attchd,RFn,3,656,Y,340,60,144,0,0,0,NA,0,WD,Normal,260000,12.468436909997665,HdBoard,Finished,Other
80,RL,70.05,14115,NA,Reg,Inside,NWAmes,Norm,1Fam,SLvl,7,5,1980,1980,Gable,BrkFace,225.0,TA,Gd,CBlock,Gd,TA,Av,GLQ,Unf,1372,TA,Y,SBrkr,1472,0,0,1472,1,0,2,0,3,1,TA,6,Typ,2,TA,Attchd,Unf,2,588,Y,233,48,0,0,0,0,NA,0,WD,Normal,187500,12.141534124392603,Plywood,Finished,Other
60,RL,111.0,16259,NA,Reg,Corner,NridgHt,Norm,1Fam,2.0Story,9,5,2006,2006,Gable,Stone,370.0,TA,Gd,PConc,Ex,Gd,Av,Unf,Unf,1249,Ex,Y,SBrkr,1249,1347,0,2596,0,0,3,1,4,1,Gd,9,Typ,0,NA,Attchd,RFn,3,840,Y,240,154,0,0,0,0,NA,0,Oth,Partial,342643,12.7444443677961,VinylSd,Finished,Siding
60,RL,99.0,12099,NA,IR,Inside,NridgHt,Norm,1Fam,2.0Story,8,5,2004,2004,Gable,BrkFace,388.0,Gd,Gd,PConc,Ex,TA,Av,GLQ,Unf,1136,Ex,Y,SBrkr,1136,1332,0,2468,1,0,2,1,4,1,Gd,10,Typ,1,Gd,Attchd,Fin,3,872,Y,184,154,0,0,0,0,NA,0,WD,Normal,354000,12.777052192115912,VinylSd,Finished,Siding
60,RL,86.0,10380,NA,IR,Inside,SawyerW,Norm,1Fam,2.0Story,7,5,1986,1987,Gable,BrkFace,172.0,Gd,Gd,CBlock,TA,TA,Gd,LwQ,ALQ,1502,Ex,Y,SBrkr,1553,1177,0,2730,1,0,2,1,4,1,Gd,8,Typ,1,TA,Attchd,Fin,2,576,Y,201,96,0,0,0,0,Fence,0,WD,Normal,301000,12.614865543731012,Plywood,Finished,Other
20,RM,49.0,5820,NA,Reg,Inside,OldTown,Norm,1Fam,1.0Story,3,8,1955,2005,Gable,None,0.0,TA,Gd,CBlock,TA,TA,No,ALQ,Unf,1162,Ex,Y,SBrkr,1163,0,0,1163,1,0,1,0,3,1,TA,6,Typ,0,NA,Attchd,Unf,1,220,Y,142,98,0,0,0,0,NA,0,WD,Normal,126175,11.745425111208464,VinylSd,Finished,Siding
80,RL,96.0,11275,NA,Reg,Corner,NAmes,Pos,1Fam,SLvl,7,7,1967,2007,Oth,BrkFace,300.0,Gd,Gd,CBlock,Gd,TA,No,Unf,Unf,710,Ex,Y,SBrkr,1898,1080,0,2978,0,0,2,1,5,1,Gd,11,Typ,1,Gd,Attchd,Fin,2,564,Y,240,0,0,0,0,0,NA,0,WD,Normal,242000,12.396693005138824,Wood,Finished,Siding
45,RM,50.0,5000,NA,Reg,Inside,IDOTRR,NRR,1Fam,1.5Story,5,6,1941,1950,Gable,None,0.0,TA,Gd,CBlock,TA,TA,Av,BLQ,Unf,720,Fa,N,Fuse,803,0,0,803,0,0,1,0,2,1,TA,5,Typ,0,NA,Detchd,Unf,2,360,Y,0,0,244,0,0,0,NA,0,WD,Normal,87000,11.37366339763672,MetalSd,Unfinished,Siding
120,RL,32.0,10846,NA,IR,CulDSac,Veenker,Norm,Twnhs,1.0Story,8,5,1993,1993,Gable,None,0.0,Gd,Gd,PConc,Gd,TA,Gd,GLQ,Unf,1719,Ex,Y,SBrkr,1719,0,0,1719,2,0,1,1,1,1,Gd,6,Typ,2,Gd,Attchd,Fin,2,473,Y,122,30,0,0,0,0,NA,0,Oth,Normal,324000,12.688498794774466,Other,Finished,Other
20,RL,80.0,11600,NA,Reg,Inside,NAmes,Norm,1Fam,1.0Story,6,5,1960,1960,Hip,BrkFace,175.0,TA,Gd,CBlock,TA,TA,No,Rec,Unf,1383,TA,Y,SBrkr,1383,0,0,1383,0,0,1,1,3,1,TA,7,Typ,0,NA,Attchd,RFn,1,292,Y,0,45,0,0,0,0,NA,0,WD,Normal,145250,11.886211674714158,Wood,Finished,Siding
75,RL,70.05,11888,Pave,IR,Inside,BrkSide,Pos,1Fam,2.5Story,6,6,1916,1994,Gable,None,0.0,TA,Gd,BrkTil,TA,TA,No,Unf,Unf,844,Gd,N,Fuse,1445,689,0,2134,0,0,2,0,5,1,Gd,10,Typ,0,NA,Detchd,Unf,2,441,Y,0,60,268,0,0,0,NA,0,WD,Normal,214500,12.27606501735021,Wood,Unfinished,Shingle
70,RM,60.0,6402,NA,Reg,Corner,IDOTRR,Norm,1Fam,2.0Story,5,5,1920,1950,Gable,None,0.0,TA,Gd,PConc,TA,TA,Mn,Unf,Unf,596,TA,N,SBrkr,596,596,0,1192,0,0,1,0,3,1,TA,6,Typ,0,NA,Detchd,Unf,1,189,N,0,0,137,0,0,0,Fence,0,WD,Normal,78000,11.26446410567173,Wood,Finished,Shingle
90,RL,70.05,10624,NA,IR,Inside,NAmes,Norm,Oth,1.0Story,5,4,1964,1964,Gable,BrkFace,84.0,TA,Gd,CBlock,TA,TA,No,GLQ,Rec,1728,TA,Y,SBrkr,1728,0,0,1728,0,1,2,0,6,2,TA,10,Typ,0,NA,Detchd,Unf,1,352,Y,155,0,0,0,0,0,NA,0,WD,Normal,119000,11.686878772093667,HdBoard,Finished,Other
20,RL,70.0,8176,NA,Reg,Inside,NAmes,Norm,1Fam,1.0Story,5,6,1958,1992,Gable,None,0.0,TA,Gd,CBlock,TA,TA,No,Rec,Unf,1056,Fa,Y,SBrkr,1056,0,0,1056,1,0,1,0,3,1,TA,6,Typ,0,NA,Attchd,RFn,1,308,Y,0,0,0,0,0,0,NA,0,WD,Normal,139000,11.842229212112828,Wood,Finished,Siding
20,RL,85.0,10655,NA,IR,Inside,NridgHt,Norm,1Fam,1.0Story,8,5,2003,2004,Gable,BrkFace,296.0,Gd,Gd,PConc,Gd,TA,No,GLQ,Unf,3206,Ex,Y,SBrkr,1629,0,0,1629,1,0,2,0,3,1,Gd,7,Typ,1,Gd,Attchd,RFn,3,880,Y,0,0,0,0,0,0,NA,0,WD,Normal,284000,12.556729517143344,VinylSd,Finished,Siding
120,RM,59.0,8198,NA,Reg,FR3,NridgHt,Norm,Twnhs,1.0Story,7,5,2004,2004,Gable,Stone,146.0,Gd,Gd,PConc,Gd,TA,Av,GLQ,Unf,1358,Ex,Y,SBrkr,1358,0,0,1358,1,0,2,0,2,1,Gd,6,Typ,1,Gd,Attchd,RFn,2,484,Y,192,30,0,0,0,0,NA,0,WD,Normal,207000,12.240474072247506,VinylSd,Finished,Siding
60,RL,59.0,9042,NA,IR,Inside,Gilbert,Norm,1Fam,2.0Story,6,5,1998,1998,Gable,None,0.0,TA,Gd,PConc,Gd,TA,Gd,GLQ,Unf,943,Gd,Y,SBrkr,943,695,0,1638,1,0,2,1,3,1,TA,7,Typ,2,TA,Attchd,Fin,2,472,Y,100,38,0,0,0,0,NA,0,WD,Normal,192000,12.165250651009918,VinylSd,Finished,Siding
190,RL,70.05,164660,NA,IR,Corner,Timber,Norm,Oth,1.5Story,5,6,1965,1965,Gable,None,0.0,TA,Gd,CBlock,TA,TA,Gd,ALQ,BLQ,1499,Ex,Y,SBrkr,1619,167,0,1786,2,0,2,0,3,1,TA,7,Typ,2,Gd,Attchd,Fin,2,529,Y,670,0,0,0,0,0,NA,700,WD,Normal,228950,12.341258918085241,Plywood,Finished,Other
20,RL,86.0,14157,NA,IR,Corner,StoneBr,Norm,1Fam,1.0Story,9,5,2005,2006,Hip,Stone,200.0,Gd,Gd,PConc,Ex,TA,Gd,GLQ,Unf,1922,Ex,Y,SBrkr,1922,0,0,1922,1,0,2,0,3,1,Gd,8,Typ,1,Gd,Attchd,Fin,3,676,Y,178,51,0,0,0,0,NA,0,WD,Normal,377426,12.841129801965447,VinylSd,Finished,Siding
20,RL,70.0,9135,NA,Reg,Inside,CollgCr,Norm,1Fam,1.0Story,7,5,2002,2003,Gable,BrkFace,113.0,Gd,Gd,PConc,Gd,TA,Av,GLQ,Unf,1536,Ex,Y,SBrkr,1536,0,0,1536,1,0,2,0,3,1,Gd,7,Typ,0,NA,Attchd,RFn,2,532,Y,192,74,0,0,0,0,NA,0,WD,Normal,214000,12.273731294003989,VinylSd,Finished,Siding
20,RL,91.0,14145,NA,Reg,Corner,NWAmes,Norm,1Fam,1.0Story,7,7,1984,1998,Gable,None,0.0,Gd,Gd,CBlock,Gd,TA,Mn,ALQ,Unf,1208,Ex,Y,SBrkr,1621,0,0,1621,1,0,2,0,3,1,Gd,8,Typ,0,NA,Attchd,RFn,2,440,Y,108,45,0,0,0,0,NA,400,WD,Normal,202500,12.218495165528731,Wood,Finished,Siding
20,RL,66.0,12400,NA,IR,Inside,NAmes,Feedr,1Fam,1.0Story,6,7,1958,1998,Hip,BrkFace,176.0,TA,Gd,CBlock,TA,Fa,No,Rec,Unf,1215,TA,Y,Fuse,1215,0,0,1215,0,0,1,0,3,1,TA,6,Typ,0,NA,Attchd,Unf,1,297,Y,0,0,0,0,234,0,NA,0,WD,Normal,155000,11.951180395901384,Wood,Finished,Siding
60,RL,85.0,14191,NA,Reg,Inside,Timber,Norm,1Fam,2.0Story,8,5,2002,2002,Gable,None,0.0,Gd,Gd,PConc,Gd,TA,No,Unf,Unf,967,Ex,Y,SBrkr,993,915,0,1908,0,0,2,1,4,1,Gd,9,Typ,0,NA,Attchd,Fin,2,431,Y,135,0,0,0,0,0,NA,0,WD,Normal,202900,12.220468525813907,VinylSd,Finished,Siding
20,RH,60.0,8400,NA,Reg,Inside,SawyerW,Feedr,1Fam,1.0Story,4,4,1950,1950,Gable,None,0.0,Fa,Fa,CBlock,TA,Fa,No,Unf,Unf,721,Gd,Y,SBrkr,841,0,0,841,0,0,1,0,2,1,TA,4,Typ,0,NA,Detchd,Unf,1,294,N,250,0,24,0,0,0,NA,0,WD,Normal,82000,11.314474526246391,Other,Finished,Shingle
90,RL,70.05,8544,NA,Reg,Inside,NAmes,Norm,Oth,1.0Story,3,4,1949,1950,Gable,BrkFace,340.0,TA,Gd,Oth,NA,NA,No,NA,NA,0,Fa,N,Fuse,1040,0,0,1040,0,0,2,0,2,2,TA,6,Typ,0,NA,Detchd,Unf,2,400,Y,0,0,0,0,0,0,NA,0,WD,Normal,87500,11.379394072345706,Stucco,Finished,Other
120,RL,63.0,8849,NA,IR,Inside,NridgHt,Norm,Twnhs,1.0Story,9,5,2005,2005,Hip,BrkFace,616.0,Ex,Gd,PConc,Ex,TA,No,GLQ,Unf,1684,Ex,Y,SBrkr,1684,0,0,1684,0,0,2,0,2,1,Ex,6,Typ,1,Gd,Attchd,RFn,2,564,Y,495,72,0,0,0,0,NA,0,WD,Normal,266000,12.491251587763836,MetalSd,Finished,Siding
160,RM,36.0,2592,NA,Reg,Inside,MeadowV,Norm,Twnhs,2.0Story,5,3,1976,1976,Gable,None,0.0,TA,Gd,CBlock,Gd,TA,No,Rec,BLQ,536,TA,Y,SBrkr,536,576,0,1112,0,0,1,1,3,1,TA,4,Typ,0,NA,Attchd,Unf,1,336,Y,182,0,0,0,0,0,NA,0,WD,Normal,85000,11.350406535472453,Other,Finished,Other
50,RL,65.0,6435,NA,Reg,Inside,BrkSide,NRR,1Fam,1.5Story,6,5,1939,1950,Gable,None,0.0,TA,Gd,BrkTil,TA,TA,No,Unf,Unf,972,Gd,Y,SBrkr,972,605,0,1577,0,0,1,0,3,1,Fa,6,Typ,1,Gd,Detchd,Unf,1,312,Y,0,0,0,0,0,0,NA,0,WD,Normal,140200,11.850825253582627,MetalSd,Finished,Siding
20,RL,70.05,12772,NA,IR,CulDSac,NAmes,Norm,1Fam,1.0Story,6,8,1960,1998,Hip,None,0.0,TA,Gd,CBlock,TA,TA,Mn,BLQ,Unf,958,TA,Y,SBrkr,958,0,0,958,0,0,1,0,2,1,TA,5,Typ,0,NA,Attchd,RFn,1,301,Y,0,0,0,0,0,0,NA,15500,WD,Normal,151500,11.928340903931561,MetalSd,Finished,Siding
20,RL,70.05,17600,NA,IR,Inside,NAmes,Norm,1Fam,1.0Story,6,5,1960,1960,Gable,BrkFace,30.0,TA,Gd,CBlock,TA,TA,No,BLQ,Unf,1478,Ex,Y,Fuse,1478,0,0,1478,1,0,2,0,3,1,TA,6,Typ,2,Gd,Attchd,Unf,2,498,Y,0,40,0,0,0,0,NA,0,WD,Normal,157500,11.967180737247824,Wood,Finished,Siding
160,RL,36.0,2448,NA,Reg,Inside,NridgHt,Norm,Twnhs,2.0Story,7,5,2003,2004,Gable,Stone,106.0,Gd,Gd,PConc,Gd,TA,No,GLQ,Unf,764,Ex,Y,SBrkr,764,862,0,1626,1,0,2,1,2,1,Gd,6,Typ,0,NA,Attchd,RFn,2,474,Y,0,27,0,0,0,0,NA,0,WD,Normal,154000,11.944707881395766,Wood,Finished,Shingle
60,RL,56.0,20431,NA,IR,Inside,NridgHt,Norm,1Fam,2.0Story,9,5,2005,2006,Hip,BrkFace,870.0,Ex,Gd,PConc,Ex,TA,No,GLQ,Unf,1848,Ex,Y,SBrkr,1848,880,0,2728,1,0,2,1,4,1,Ex,10,Typ,2,Gd,Attchd,Fin,3,706,Y,0,0,0,0,0,0,NA,0,Oth,Partial,437154,12.988040814744458,Other,Finished,Other
120,RL,68.0,7820,NA,IR,Inside,NridgHt,Norm,Twnhs,1.0Story,9,5,2007,2007,Hip,BrkFace,362.0,Ex,Gd,PConc,Ex,TA,No,Unf,Unf,1869,Ex,Y,SBrkr,1869,0,0,1869,0,0,2,0,2,1,Ex,6,Typ,1,Gd,Attchd,RFn,2,617,Y,210,54,0,0,0,0,NA,0,Oth,Partial,318061,12.669998467265833,MetalSd,Finished,Siding
120,RL,70.05,5271,NA,IR,Inside,ClearCr,Norm,1Fam,1.0Story,7,5,1986,1986,Gable,None,0.0,TA,Gd,PConc,Gd,TA,Gd,GLQ,Unf,1453,Gd,Y,SBrkr,1453,0,0,1453,1,0,1,1,2,1,Gd,6,Typ,1,TA,Attchd,RFn,2,445,Y,0,80,0,0,184,0,NA,0,WD,Abnorml,190000,12.154779351142624,Wood,Finished,Siding
50,RL,60.0,9084,NA,Reg,Inside,Edwards,Artery,1Fam,1.5Story,5,6,1941,1950,Gable,None,0.0,TA,Gd,CBlock,TA,Fa,Mn,LwQ,Rec,616,TA,N,SBrkr,616,495,0,1111,0,1,1,0,3,1,TA,5,Typ,0,NA,Detchd,Unf,1,200,Y,48,0,0,0,0,0,NA,0,Oth,Normal,95000,11.461632170582678,VinylSd,Finished,Siding
30,RM,60.0,8520,NA,Reg,Inside,OldTown,Norm,1Fam,1.0Story,6,8,1928,2003,Gable,None,0.0,TA,Gd,BrkTil,TA,TA,No,Unf,Unf,624,Gd,Y,SBrkr,720,0,0,720,0,0,1,0,2,1,TA,5,Typ,0,NA,Detchd,Unf,2,484,Y,106,0,0,0,0,0,NA,0,WD,Normal,105900,11.570250531589497,VinylSd,Finished,Siding
50,RL,60.0,8400,NA,Reg,Inside,SWISU,Norm,1Fam,1.5Story,6,5,1940,2000,Gable,None,0.0,TA,Gd,CBlock,TA,TA,No,LwQ,Unf,940,Ex,Y,SBrkr,1192,403,0,1595,0,0,1,0,2,1,TA,6,Typ,2,Gd,Attchd,Unf,1,240,Y,0,0,108,0,0,0,NA,0,WD,Normal,140000,11.84939770159144,MetalSd,Finished,Siding
20,RL,105.0,11249,NA,IR,Inside,CollgCr,Norm,1Fam,1.0Story,6,5,1995,1995,Gable,None,0.0,Gd,Gd,PConc,Gd,Gd,No,ALQ,BLQ,1200,Ex,Y,SBrkr,1200,0,0,1200,1,0,2,0,3,1,Gd,6,Typ,0,NA,Attchd,RFn,2,521,Y,0,26,0,0,0,0,NA,0,WD,Normal,177500,12.086725887897607,VinylSd,Finished,Siding
20,RL,70.05,9248,NA,IR,Inside,Gilbert,Norm,1Fam,1.0Story,6,6,1992,1992,Gable,BrkFace,106.0,TA,Gd,PConc,Gd,TA,No,GLQ,Unf,1158,Gd,Y,SBrkr,1167,0,0,1167,1,0,2,0,3,1,Gd,6,Typ,0,NA,Attchd,RFn,2,400,Y,120,26,0,0,0,0,NA,0,WD,Normal,173000,12.061046873479915,HdBoard,Finished,Other
120,RM,44.0,4224,NA,Reg,Inside,MeadowV,Norm,Twnhs,1.0Story,5,5,1976,1976,Gable,None,0.0,TA,Gd,PConc,Gd,TA,No,ALQ,Unf,1142,TA,Y,SBrkr,1142,0,0,1142,1,0,1,1,3,1,TA,6,Typ,1,Po,Attchd,Fin,2,528,Y,536,90,0,0,0,0,Fence,0,WD,Normal,134000,11.805595078933049,Other,Finished,Other
80,RL,92.0,6930,NA,IR,Inside,ClearCr,Norm,1Fam,SLvl,5,4,1958,1958,Hip,BrkFace,120.0,TA,Gd,CBlock,TA,TA,Av,BLQ,Rec,1062,Ex,Y,Fuse,1352,0,0,1352,0,1,1,0,3,1,Gd,6,Atype,0,NA,Attchd,Unf,1,288,Y,168,0,294,0,0,0,NA,0,WD,Abnorml,130000,11.77528972943772,Stucco,Finished,Other
60,RL,78.0,12011,NA,IR,CulDSac,NoRidge,Norm,1Fam,2.0Story,8,5,1998,1998,Gable,BrkFace,530.0,Gd,Gd,PConc,Gd,TA,Av,GLQ,Unf,1086,Ex,Y,SBrkr,1086,838,0,1924,1,0,2,1,3,1,Gd,7,Typ,1,TA,Attchd,RFn,2,592,Y,208,75,0,0,374,0,NA,0,WD,Normal,280000,12.542544882151386,VinylSd,Finished,Siding
85,RL,70.05,7540,NA,IR,CulDSac,Mitchel,Norm,1Fam,SFoyer,6,6,1978,1978,Gable,None,0.0,TA,Gd,CBlock,Gd,TA,Av,GLQ,Unf,888,Ex,Y,SBrkr,912,0,0,912,1,0,1,0,2,1,TA,5,Typ,1,TA,Attchd,RFn,2,470,Y,0,0,0,0,192,0,Fence,0,WD,Normal,156000,11.957611286231675,VinylSd,Finished,Siding
50,RL,70.05,9144,Pave,Reg,Inside,BrkSide,Norm,1Fam,1.5Story,5,5,1940,1982,Gable,None,0.0,TA,Gd,CBlock,TA,TA,No,Rec,Unf,883,Gd,Y,SBrkr,988,517,0,1505,1,0,1,0,3,1,TA,8,Typ,0,NA,Detchd,Unf,1,240,N,0,0,0,0,0,0,NA,0,WD,Normal,145000,11.884489021402711,MetalSd,Finished,Siding
85,RL,64.0,7301,NA,Reg,Corner,Edwards,Norm,1Fam,SFoyer,7,5,2003,2003,Gable,BrkFace,500.0,Gd,Gd,Oth,NA,NA,No,NA,NA,0,Ex,Y,SBrkr,495,1427,0,1922,0,0,3,0,4,1,Gd,7,Typ,1,Gd,Attchd,RFn,2,672,Y,0,0,177,0,0,0,NA,0,Oth,Normal,198500,12.198544379109382,HdBoard,Finished,Other
160,RM,21.0,1680,NA,Reg,Inside,BrDale,Norm,Twnhs,2.0Story,6,8,1972,2007,Gable,BrkFace,510.0,TA,Gd,CBlock,TA,TA,No,ALQ,Unf,483,Gd,Y,SBrkr,483,504,0,987,0,0,1,1,2,1,Gd,5,Typ,0,NA,Detchd,Unf,1,264,Y,250,0,0,0,0,0,NA,0,WD,Normal,118000,11.678439903447801,HdBoard,Finished,Other
60,RL,70.05,18800,NA,IR,FR2,NWAmes,Norm,1Fam,2.0Story,6,5,1976,1976,Gable,BrkFace,120.0,TA,Gd,PConc,Gd,TA,Mn,GLQ,Unf,796,TA,Y,SBrkr,790,784,0,1574,1,0,2,1,3,1,TA,6,Typ,1,TA,Attchd,Fin,2,566,Y,306,111,0,0,0,0,NA,0,WD,Normal,190000,12.154779351142624,HdBoard,Finished,Other
70,RM,59.0,10690,NA,Reg,Inside,IDOTRR,Norm,1Fam,2.0Story,5,7,1920,1997,Hip,None,0.0,TA,Gd,CBlock,TA,Fa,No,Rec,Unf,672,Gd,Y,Fuse,672,672,0,1344,0,0,1,0,3,1,TA,6,Typ,0,NA,Detchd,Unf,1,468,Y,0,128,218,0,0,0,NA,0,WD,Normal,147000,11.898187865760873,VinylSd,Finished,Siding
20,RL,70.05,9500,NA,IR,Inside,NAmes,Norm,1Fam,1.0Story,6,5,1963,1963,Gable,BrkFace,247.0,TA,Gd,CBlock,Gd,TA,No,BLQ,Unf,1394,Gd,Y,SBrkr,1394,0,0,1394,1,0,1,1,3,1,TA,6,Typ,2,Gd,Attchd,RFn,2,514,Y,0,76,0,0,185,0,NA,0,WD,Normal,159000,11.976659481202368,Plywood,Finished,Other
80,RL,101.0,9150,NA,IR,Corner,NAmes,Norm,1Fam,SLvl,6,5,1962,1962,Gable,BrkFace,305.0,TA,Gd,CBlock,Gd,TA,Gd,GLQ,Unf,1099,Gd,Y,SBrkr,1431,0,0,1431,0,1,1,0,3,1,TA,6,Typ,1,Gd,Attchd,RFn,1,296,Y,64,110,0,0,0,0,NA,0,WD,Normal,165000,12.013700752882718,Plywood,Finished,Other
20,RL,78.0,7800,NA,Reg,Inside,NAmes,Norm,1Fam,1.0Story,5,6,1954,1954,Gable,BrkFace,200.0,TA,Gd,PConc,TA,TA,No,LwQ,Unf,1268,Gd,Y,SBrkr,1268,0,0,1268,0,0,1,0,2,1,TA,7,Typ,1,Gd,Attchd,Fin,1,244,Y,0,98,0,0,0,0,NA,0,WD,Normal,132000,11.790557201568507,HdBoard,Finished,Other
20,RL,70.05,9830,NA,IR,Corner,NAmes,Norm,1Fam,1.0Story,5,7,1959,2006,Gable,None,0.0,TA,Gd,CBlock,TA,TA,No,ALQ,Rec,1063,Ex,Y,SBrkr,1287,0,0,1287,1,0,1,0,3,1,Gd,7,Typ,1,Gd,Detchd,Fin,2,576,Y,364,17,0,0,182,0,NA,0,WD,Normal,162000,11.99535161421452,Wood,Finished,Siding
60,RL,70.05,8121,NA,IR,Inside,Gilbert,Norm,1Fam,2.0Story,6,5,2000,2000,Gable,None,0.0,TA,Gd,PConc,Gd,TA,No,Unf,Unf,953,Ex,Y,SBrkr,953,711,0,1664,0,0,2,1,3,1,TA,7,Typ,1,TA,Attchd,RFn,2,460,Y,100,40,0,0,0,0,NA,0,WD,Normal,172400,12.05757263721173,VinylSd,Finished,Siding
50,RL,80.0,17120,NA,Reg,Inside,ClearCr,Feedr,1Fam,1.5Story,4,4,1959,1959,Gable,None,0.0,TA,Gd,CBlock,NA,NA,No,NA,NA,0,TA,Y,SBrkr,1120,468,0,1588,0,0,2,0,4,1,TA,7,Atype,1,Gd,Detchd,Fin,2,680,N,0,59,0,0,0,0,NA,0,WD,Normal,134432,11.808813773969108,Plywood,Finished,Other
120,RL,50.0,7175,NA,Reg,Inside,SawyerW,Norm,Twnhs,1.0Story,6,5,1984,1984,Gable,None,0.0,TA,Gd,CBlock,Gd,TA,No,ALQ,LwQ,744,TA,Y,SBrkr,752,0,0,752,1,0,1,0,2,1,TA,4,Typ,0,NA,Attchd,Unf,1,264,Y,353,0,0,0,90,0,Fence,0,WD,Normal,125000,11.736069016284437,Plywood,Finished,Other
20,RL,79.0,10634,NA,Reg,Inside,NAmes,Norm,1Fam,1.0Story,5,6,1953,1953,Gable,None,0.0,TA,Gd,PConc,TA,TA,No,BLQ,LwQ,608,TA,Y,SBrkr,1319,0,0,1319,1,0,1,0,3,1,TA,5,Atype,0,NA,Attchd,Unf,1,270,Y,66,0,0,0,0,0,Fence,0,WD,Normal,123000,11.719939634354555,MetalSd,Finished,Siding
60,RL,65.0,8200,NA,Reg,Inside,CollgCr,Norm,1Fam,2.0Story,7,5,2003,2004,Gable,None,0.0,Gd,Gd,PConc,Gd,TA,No,Unf,Unf,847,Ex,Y,SBrkr,847,1081,0,1928,0,0,2,1,4,1,Gd,8,Typ,1,Gd,Attchd,Fin,2,434,Y,100,48,0,0,0,0,NA,0,WD,Normal,219500,12.299107511497363,VinylSd,Finished,Siding
30,RL,70.05,10020,NA,IR,Inside,Edwards,Norm,1Fam,1.0Story,1,1,1922,1950,Gable,None,0.0,Fa,Fa,BrkTil,Fa,Po,Gd,BLQ,Unf,683,Gd,N,Fuse,904,0,0,904,1,0,0,1,1,1,Fa,4,Atype,0,NA,NA,NA,0,0,Y,0,0,0,0,0,0,NA,0,WD,Normal,61000,11.018629143155449,Wood,Finished,Siding
85,RL,57.0,8846,NA,IR,CulDSac,CollgCr,Norm,1Fam,SFoyer,5,5,1996,1996,Gable,None,0.0,Gd,Gd,PConc,Gd,TA,Av,GLQ,Unf,870,Ex,Y,SBrkr,914,0,0,914,0,0,1,0,2,1,TA,5,Typ,0,NA,Detchd,Unf,2,576,Y,0,0,0,0,0,0,NA,0,WD,Normal,148000,11.904967552746252,VinylSd,Finished,Siding
60,FV,102.0,11143,NA,IR,Corner,Somerst,Norm,1Fam,2.0Story,8,5,2004,2005,Gable,None,0.0,Gd,Gd,PConc,Gd,TA,No,Unf,Unf,1580,Ex,Y,SBrkr,1580,886,0,2466,0,0,3,0,4,1,Gd,8,Typ,1,Gd,Attchd,RFn,2,610,Y,159,214,0,0,0,0,NA,0,WD,Normal,340000,12.736700896592344,Other,Finished,Other
20,RL,88.0,11394,NA,Reg,Corner,StoneBr,Norm,1Fam,1.0Story,9,2,2010,2010,Hip,Stone,350.0,Gd,Gd,PConc,Ex,TA,Av,GLQ,Unf,1856,Ex,Y,SBrkr,1856,0,0,1856,1,0,1,1,1,1,Ex,8,Typ,1,Gd,Attchd,Fin,3,834,Y,113,0,0,0,0,0,NA,0,Oth,Partial,394432,12.885202034321916,VinylSd,Finished,Siding
60,RL,60.0,8123,NA,IR,Inside,Gilbert,NRR,1Fam,2.0Story,6,5,2000,2000,Gable,BrkFace,16.0,TA,Gd,PConc,Gd,TA,No,Unf,Unf,982,Ex,Y,SBrkr,1007,793,0,1800,0,0,2,1,3,1,TA,7,Typ,1,TA,Attchd,Fin,2,463,Y,100,63,0,0,0,0,NA,0,WD,Normal,179000,12.095141084822892,VinylSd,Finished,Siding
50,RL,50.0,5000,Pave,Reg,Inside,SWISU,Norm,1Fam,1.5Story,5,6,1924,1950,Gable,None,0.0,TA,Gd,BrkTil,TA,TA,No,LwQ,Unf,1026,TA,Y,SBrkr,1026,665,0,1691,0,0,2,0,3,1,Gd,6,Typ,1,Gd,Detchd,Unf,1,308,Y,0,0,242,0,0,0,NA,0,WD,Normal,127000,11.751942365440728,Wood,Finished,Siding
20,FV,60.0,7200,Pave,Reg,Inside,Somerst,Norm,1Fam,1.0Story,7,5,2006,2006,Gable,None,0.0,Gd,Gd,PConc,Gd,Gd,No,Unf,Unf,1293,Ex,Y,SBrkr,1301,0,0,1301,1,0,2,0,2,1,Gd,5,Typ,1,Gd,Attchd,RFn,2,572,Y,216,121,0,0,0,0,NA,0,Oth,Partial,187750,12.142866569626381,VinylSd,Finished,Siding
